id,name,ml_target
2570,mingx009,1
2571,pwh11,1
2572,brandonburkett,0
2573,jeremyFreeAgent,0
2574,canisminor1990,0
2575,Gavin-Gong,0
2576,chitrang6,1
2577,mmstick,1
2578,felpin,0
2579,danielhanchen,1
2580,LuciferJack,1
2581,AnkurSatya,1
2582,bloomlj,0
2583,emakhov,1
2584,skytreader,0
2585,faizan30,1
2586,six-ddc,0
2587,ShinokiRyosei,0
2588,robenten,0
2589,dwikychandra21,0
2590,mauriciord,0
2591,alissoncs,0
2592,blx,0
2593,shanjit,0
2594,Abdelaziz18003,0
2595,jfdelarosa,0
2596,WinjayYu,0
2597,Mark24Code,0
2598,sarojthapa60,0
2599,pahlevikun,0
2600,rabmarjan,1
2601,almamuncsit,0
2602,it950,0
2603,andycall,0
2604,DevKenny,0
2605,JamieMaple,0
2606,eddiesmo,1
2607,dhanifudin,0
2608,gianpaj,0
2609,MayMeow,0
2610,marktopper,0
2611,onstash,1
2612,dragonstylecc,1
2613,hungthai1401,0
2614,rvlobato,1
2615,HawkingOuYang,0
2616,brohlson,0
2617,allanwhite,0
2618,pntttt,0
2619,einarlove,0
2620,leekangtaqi,0
2621,heiybb,0
2622,bolinocroustibat,1
2623,kingder-c,0
2624,dilshad-cp,0
2625,jimbuck,0
2626,levitation,0
2627,shubham-prasad,0
2628,jmichelin,0
2629,pedrofracassi,0
2630,Gmunker,0
2631,giwa,0
2632,mahmoudtokura,0
2633,Lofanmi,0
2634,abhi4ssj,1
2635,joyeecheung,0
2636,MrS4w,0
2637,elesdoar,0
2638,shenjunru,0
2639,pharesdiego,0
2640,damienroche,0
2641,sandersonet,0
2642,ZZhaoTireless,0
2643,jigar1101,0
2644,ChipaKraken,0
2645,nikyim,1
2646,rndlaine,0
2647,JimLee4530,1
2648,ptheywood,0
2649,sergeycherepanov,0
2650,teddyaryono,0
2651,hammadhaleem,1
2652,dplarson,0
2653,pamil,0
2654,dtaalbers,0
2655,joacim-boive,0
2656,iverenshaguy,0
2657,giraysam,1
2658,duf1991,0
2659,dkanejs,0
2660,mrflip,0
2661,justinleewells,0
2662,pablofeijo,0
2663,asilbalaban,0
2664,ppizarror,0
2665,pkrush,1
2666,aphor,1
2667,jasonday,0
2668,dannysmith,0
2669,iFighting,0
2670,nikolajohn,1
2671,craftbynick,0
2672,firede,0
2673,shakingkelly,1
2674,BaccanoEva,1
2675,SasiDharKM,1
2676,gkor,0
2677,koalahl,0
2678,TDA,0
2679,sander,0
2680,jcontrerasm,0
2681,olegabr,0
2682,jmayalag,0
2683,dannguyen,0
2684,ismailakbudak,0
2685,joshua-hw,1
2686,monsieurnebo,0
2687,aucan,1
2688,merfii,1
2689,hoektoe,0
2690,locks,0
2691,Ajaxsoap,0
2692,madhudskumar,0
2693,amjadrana05,0
2694,mpenet,0
2695,si,0
2696,rinukkusu,0
2697,bernardmcmanus,0
2698,sintret,0
2699,Miljan9602,0
2700,claudiovallejo,0
2701,hpdang,1
2702,pravj,0
2703,Mr-Magnificent,1
2704,liaojinxing,1
2705,junjun-jiang,1
2706,Scrum,0
2707,lihuiyao1986,0
2708,keithk,0
2709,naveen84123,0
2710,doughsay,0
2711,Sid2697,1
2712,sehmon,1
2713,sapkotashardul,1
2714,Mevrael,0
2715,romulomadu,1
2716,agbaber,1
2717,goldblade,0
2718,bamtron5,0
2719,siwatpru,0
2720,phatboyg,0
2721,Mrashes,0
2722,Emaasit,1
2723,hologerry,0
2724,shihochan,0
2725,hemal7735,0
2726,godlaugh,0
2727,kranzky,0
2728,tengshe789,0
2729,hbueno,0
2730,gcman105,0
2731,ksujan,0
2732,ankur25140,1
2733,corsair,0
2734,cmkumar87,1
2735,alfaridi,0
2736,hlogeon,0
2737,df7c5117,0
2738,forstermatth,0
2739,bingdong700,0
2740,bdeloeste,1
2741,ilker0,0
2742,syoichi,0
2743,jatempa,0
2744,junaid1460,1
2745,enoch232,0
2746,jvillarejo,0
2747,MarkSecada,1
2748,sheetsvicky,1
2749,olivierdupuis,1
2750,kevin3747118,0
2751,Chriskuei,0
2752,anEffingChamp,0
2753,pk-rawat,0
2754,ShantanuKamath,1
2755,khanhnamle1994,0
2756,keelii,0
2757,iamSokhi,0
2758,jaydp17,0
2759,chrisblakley,0
2760,dong77,0
2761,arnaudbos,0
2762,StandAloneComplex666,1
2763,edytk,0
2764,qhenkart,0
2765,stormcrows,0
2766,AI-Enthusiast,1
2767,nguptaa,1
2768,Kuluso97,1
2769,binhbt,1
2770,sachdevs,0
2771,meet2me,0
2772,chilimyan,0
2773,aliceadativa,1
2774,2dxgujun,0
2775,jvandenaardweg,0
2776,cyrildotcc,0
2777,VassilisPallas,0
2778,ra1028,0
2779,4383,1
2780,mitsuruog,0
2781,gonzapico,1
2782,gogson,0
2783,lsc95,0
2784,Slasnista,1
2785,pnoker,0
2786,mpetyx,0
2787,ierceg,0
2788,pcdotfan,0
2789,daniellawrence,0
2790,josecols,0
2791,rodrigopolo,0
2792,jsatk,0
2793,Luckyfoxdesign,0
2794,paulinhapenedo,0
2795,samuxyz,0
2796,glentner,1
2797,pengjinning,0
2798,olivierboucher,0
2799,deep-introspection,1
2800,mxss,0
2801,linxinhua1993,1
2802,brandon14,0
2803,paulyang1990,1
2804,angeliaz,0
2805,ajayns,0
2806,gillchristian,0
2807,sumeetkr,1
2808,beaugunderson,0
2809,jsoranno,0
2810,leto,0
2811,G-Ray,0
2812,eyas-ranjous,0
2813,j0hnm4r5,0
2814,giannisalinetti,1
2815,grootfish,0
2816,lenville,0
2817,0bman,0
2818,MarkMoHR,1
2819,cyberzilla,0
2820,ircsasw,0
2821,haofeixu,1
2822,AndressaStefany,0
2823,ltyhome,1
2824,ruyonga,0
2825,Rayzr522,0
2826,mac2394,0
2827,Apedneka,0
2828,robhaj,0
2829,odeloic,0
2830,shenxiaodaosanhua,0
2831,finchcn,0
2832,dyazincahya,0
2833,neilyoyoyoyo,1
2834,mohi7solanki,1
2835,derkhadim,0
2836,marufmax,0
2837,ruffrey,0
2838,jeffotoni,0
2839,harsathAI,1
2840,akuma,0
2841,LucasMartinCalderon,1
2842,snemvalts,0
2843,Patrickctyyx,1
2844,oguzhanaslan,0
2845,michaelerobertsjr,0
2846,DaHaiHuha,1
2847,noclat,0
2848,nealfennimore,0
2849,ruizuo007,0
2850,nasimrahaman,1
2851,Chenyifei-FDU,1
2852,fabiomartins87,0
2853,lxl0928,0
2854,gtallen1187,0
2855,mayurbhangale,0
2856,adithya321,0
2857,jrief,0
2858,jok3rcito0,0
2859,kobeHub,0
2860,alexvpickering,1
2861,ZQ-jhon,0
2862,aortbals,0
2863,Hsury,1
2864,YapengTian,1
2865,mshahriarinia,0
2866,jsunier,0
2867,Far0s,0
2868,mrxinu,0
2869,nieves-abalos,0
2870,runArun,0
2871,bcb,0
2872,badu,0
2873,RahulDamineni,1
2874,emlun,0
2875,josftm,1
2876,ourway,0
2877,bookug,1
2878,ashutoshaay26,1
2879,QuietWind,0
2880,freesouls,1
2881,pod4g,0
2882,anurag145,0
2883,jreina,0
2884,glebez,0
2885,syno3,0
2886,TrojanFighter,1
2887,dmitmel,0
2888,erseco,1
2889,mstepien,0
2890,IgorMing,0
2891,feng-li,1
2892,geekcom,0
2893,craig-o-curtis,0
2894,BradleyFaught,0
2895,supergyz,1
2896,andrewrk,0
2897,onedou,0
2898,jangaraj,0
2899,jaguadoarias,0
2900,FishPlusOrange,0
2901,A-Tokyo,0
2902,srajsharma,1
2903,clems4ever,0
2904,tamert,0
2905,LoopGan,1
2906,danielsogl,0
2907,terryum,1
2908,takp,1
2909,resouer,1
2910,hanskrupakar,1
2911,dankohn,0
2912,gejiaheng,0
2913,jdrew1303,0
2914,TonyCletus,1
2915,supertinou,0
2916,johnnyqian,0
2917,crodriguez1a,0
2918,jgchenu,0
2919,fffabs,0
2920,skedone,0
2921,TimothyLe,0
2922,kantologist,1
2923,sreejith-mohanan,1
2924,rtgdk,1
2925,robi56,1
2926,darthbhyrava,1
2927,jergason,0
2928,aakashkh,1
2929,Anatolie,0
2930,pavankumardasireddy,0
2931,nevzatgunay,1
2932,seldridge,1
2933,Lloople,0
2934,nobodyiscertain,0
2935,karthikziffer,1
2936,adamskt,0
2937,Evilcome,0
2938,AlexisTM,0
2939,teppeis,0
2940,cyriacusifeanyi,0
2941,Cperbony,0
2942,Edderic,1
2943,evan-goode,0
2944,dotkebi,1
2945,liuzhao2007,1
2946,Paskalouis,0
2947,corefish,0
2948,Praneet460,0
2949,debugly,0
2950,ProWhalen,1
2951,claygriffiths,0
2952,angelini,0
2953,artyomtrityak,0
2954,rodrigolungui,0
2955,Data-ptr,1
2956,ZivLi,1
2957,CavHack,0
2958,miloszmd,0
2959,laumair,0
2960,WebFreak001,1
2961,dshahrokhian,1
2962,J10240221,0
2963,mxmgilbert,1
2964,aktug,0
2965,rubenmulero,1
2966,farukc,0
2967,abalone0204,0
2968,Sandiagal,1
2969,giuseppemorelli,0
2970,Kirkhammetz,0
2971,postalservice14,0
2972,julles,0
2973,ashishkrishnan,1
2974,bojandevic,0
2975,Prithvirajbilla,0
2976,m13poul,0
2977,dineshkhadka,0
2978,codemasta,0
2979,leecade,0
2980,darryldecode,0
2981,Chinaxiang,0
2982,sinomiko,1
2983,sdabikar,0
2984,Mukosame,1
2985,eopXD,1
2986,amyboyd,0
2987,sgoldens,0
2988,RyuYamamoto,1
2989,terry623,0
2990,jchenpanyu,1
2991,oneword416,0
2992,sritchie,1
2993,danebell,1
2994,Octane,0
2995,alokkshukla,1
2996,Meteorix,1
2997,olekscode,1
2998,icinghuan,1
2999,UbaldoRosas,0
3000,JSupot,0
3001,AndrewHazelden,0
3002,gzuidhof,0
3003,miaoxw,1
3004,abhyantrika,1
3005,SherloxFR,0
3006,ottomao,0
3007,marcellkiss,0
3008,mzrimsek,0
3009,AlvinZSJ,1
3010,ghostgzt,0
3011,a-r-d,0
3012,kexoth,0
3013,belph,1
3014,exfly,0
3015,ruofee,0
3016,NandoKstroNet,0
3017,shaoniangu,1
3018,k0d3d,0
3019,fclehly,1
3020,japf,0
3021,chicojunior,0
3022,shawnau,1
3023,didinkaj,0
3024,benjamingarcia,0
3025,mroker242,1
3026,newpanjing,0
3027,labtocat,0
3028,spiermar,0
3029,abderraouf-safsaf,0
3030,rava-dosa,1
3031,neauoire,0
3032,SunShinewyf,0
3033,KaiChen1998,1
3034,endrureza,0
3035,DellysonSplendid,0
3036,thadguidry,0
3037,ryutamaki,0
3038,kashifo,0
3039,stuyam,0
3040,kelvv,0
3041,malagant,0
3042,KrishnaManeeshaDendukuri,1
3043,jangalinski,0
3044,arshpreetsingh,1
3045,mr-karan,0
3046,letterj,0
3047,JosephPai,1
3048,markselby9,0
3049,drxaos,0
3050,rotemtam,0
3051,james9909,1
3052,inferne,1
3053,dexhunter,0
3054,katsos,0
3055,mingard,1
3056,buley,0
3057,nbansal90,1
3058,dongxi346,0
3059,LeoAJ,0
3060,tgrrr,0
3061,pengloo53,0
3062,apburnes,0
3063,alfredobarron,0
3064,malithmcr,0
3065,sahil87,0
3066,serdardemir,0
3067,sddtc,0
3068,eduardouio,0
3069,svarlamov,0
3070,Zegendary,0
3071,mrmarktyy,0
3072,tilomitra,0
3073,EmmanuelDemey,0
3074,anpa,0
3075,Ceolium,1
3076,WagnerMoreira,0
3077,flosommerfeld,0
3078,joaoantoniocardoso,0
3079,DrewDouglass,0
3080,jianqiao0313,0
3081,ebrugulec,0
3082,YYCoder,0
3083,JiaweiZhuang,1
3084,dariocravero,0
3085,jzimermann,0
3086,Masum06,1
3087,Jennifer1996,1
3088,oooo723,1
3089,ITJesse,0
3090,ffraenz,0
3091,nicollasmatheus,0
3092,atheiman,0
3093,kyrcha,0
3094,angenal,0
3095,albincorreya,1
3096,mellogarrett,0
3097,JKeun,1
3098,KhaledElAnsari,0
3099,Tiago-Lira,0
3100,chclock,1
3101,nikAizuddin,1
3102,felipeklafke,0
3103,charlielin99,1
3104,HaroldHoo,0
3105,ethanwillis,0
3106,pedroandrade,0
3107,marcacohen,1
3108,bitliner,0
3109,michelmany,0
3110,mingzhang-yin,1
3111,clxering,0
3112,enlighter,1
3113,rmfranciacastillo,0
3114,ahsan154,0
3115,liujunming,0
3116,shiyi001,1
3117,ftlno,0
3118,Fazendaaa,0
3119,khalidahmada,0
3120,darlandieterich,0
3121,fitorec,0
3122,lixiaoyan,0
3123,andyiwen,0
3124,chenshen03,1
3125,MingLunHan,1
3126,n313893254,0
3127,Connor323,1
3128,olddonkey,1
3129,ganziqim,0
3130,thenewsky,0
3131,jbranchaud,0
3132,GiulioRossetti,1
3133,iamhabbeboy,0
3134,liuyang-it,0
3135,gdequeiroz,1
3136,giopagliari,1
3137,david500834,0
3138,hivokas,0
3139,mozzarellaV8,1
3140,sean9999,0
3141,ausir0726,0
3142,Vichoko,0
3143,ktr0731,0
3144,Deandrew007,1
3145,mehrdadrad,1
3146,aru31,1
3147,kochizufan,0
3148,hisener,0
3149,blackst0ne,0
3150,dmiotti,0
3151,shonoru,0
3152,jonhester,0
3153,sorrycc,0
3154,MontaEllis,1
3155,dsteinberg,1
3156,christophertrml,0
3157,hegdeashwin,0
3158,sanfilippopablo,0
3159,alorozco53,1
3160,tejasmanohar,0
3161,mucahit,0
3162,lonelam,1
3163,Cheedoong,0
3164,PhilipCastiglione,1
3165,nandoquintana,0
3166,NetoDevel,0
3167,YousifHmada,0
3168,jr-cologne,0
3169,benjie,0
3170,ilsotov,0
3171,inthra-onsap,0
3172,Ming-Lian,1
3173,sin2akshay,1
3174,loveonelong,0
3175,leminhtuan2015,0
3176,renanbonette,0
3177,Hyra,0
3178,JonathanYiv,0
3179,liuhaoyang,0
3180,maltrics,0
3181,adamweeks,0
3182,thiagosf,0
3183,Jouryjc,0
3184,rgreenjr,1
3185,sutanlab,0
3186,Richard-An,1
3187,nikolenkoanton92,0
3188,adamrushuk,0
3189,singhsugga,0
3190,chenyangh,1
3191,prateeksawhney97,1
3192,synax,1
3193,aitoralmeida,1
3194,Saleh7,0
3195,goanpeca,0
3196,HarrisLee,0
3197,dgmstuart,0
3198,kbeswick,1
3199,taurenk,0
3200,hwwang55,1
3201,GLChan,0
3202,jmarca,0
3203,kotborealis,0
3204,GopeshMedayil,0
3205,danishkhan,0
3206,kslr,0
3207,MandyMo,1
3208,norcross,0
3209,briandailey,0
3210,mom0tomo,0
3211,giordanna,0
3212,bangadam,0
3213,samcorcos,0
3214,chenhsuanlin,1
3215,monmartins,0
3216,iMagdy,0
3217,junpenglao,1
3218,bmwilly,1
3219,plmsmile,1
3220,MElHussieni,0
3221,susananddaicy,0
3222,andresgsaravia,1
3223,kilitary,1
3224,nickhudkins,0
3225,dcappellin,0
3226,superRaytin,0
3227,arakash92,0
3228,bih,0
3229,liamthorpeyoung,0
3230,cfr2ak,0
3231,lingarajsankaravelu,1
3232,rinechran,1
3233,lirantal,0
3234,spongedu,1
3235,Kyle2501,0
3236,marcoroganovic,0
3237,DropFan,0
3238,dongshimou,0
3239,diegorodriguesvieira,0
3240,garethfuller,0
3241,LKI,0
3242,JHinW,0
3243,jsanz,0
3244,jianxcao,0
3245,longlh,0
3246,alexrs,1
3247,koole,0
3248,deepixel,1
3249,ignaciogiri,0
3250,muhammedzaimtr,0
3251,amitsin6h,0
3252,hone,0
3253,lebornjose,0
3254,rtymchyk,0
3255,koenpunt,0
3256,Clalloures,1
3257,njuettner,0
3258,sayyanfu,0
3259,jpredham,0
3260,kmtu,0
3261,Kaakati,0
3262,lintmx,0
3263,NigelEarle,0
3264,christiawaneko,0
3265,bidyashish,0
3266,HarishBakka,0
3267,kandizzy,1
3268,davidfliu,1
3269,Wbqqqq,0
3270,alexpanov,0
3271,aaronbesson,0
3272,YoungjunNa,1
3273,sid10on10,1
3274,joseSantacruz,0
3275,alesguzik,0
3276,JarekParal,1
3277,maguohui,1
3278,sam179,1
3279,sjankin,1
3280,miaofu,1
3281,SeunAdelekan,0
3282,JonCGroberg,0
3283,2aces,0
3284,azet,0
3285,rkueny,0
3286,SergioWiesner,0
3287,SimonHFrost,0
3288,liao3841054,0
3289,kamei86i,1
3290,Castaire,1
3291,crissto,0
3292,axlos,0
3293,mortonjt,1
3294,CG1507,1
3295,Reyurnible,0
3296,akbarik,0
3297,K-Wu,0
3298,rogerbenevento,0
3299,ihororlovskyi,0
3300,bastienrobert,0
3301,raghukul01,1
3302,lancekruegger,0
3303,LukeeeeBennett,0
3304,aberba,0
3305,LSaldyt,1
3306,mattpodwysocki,0
3307,keith666666,0
3308,doesdev,0
3309,LuukvE,0
3310,incca,0
3311,austinkregel,0
3312,nickytonline,0
3313,chuyuqiao,0
3314,netoguimaraes,0
3315,alexwitherspoon,0
3316,benashman,0
3317,rschlaefli,0
3318,arvidzt,1
3319,caluap,0
3320,linuxonrails,0
3321,norbertsienkiewicz,0
3322,micah-akpan,0
3323,quejuwen,0
3324,lakmalniranga,0
3325,maldechavda,0
3326,ianherzog,0
3327,Ice-Cirno,1
3328,ivanov-v-v,1
3329,DougFischer,0
3330,jyoansah,0
3331,semul,0
3332,hensapir,0
3333,andreoliwa,1
3334,mavimo,0
3335,intltechventures,0
3336,mwunsch,0
3337,MinggangZhao,1
3338,shihabmi7,0
3339,kylepeeler,0
3340,royge,0
3341,rlgod,0
3342,olala7846,0
3343,teknogeek,1
3344,m2mathew,0
3345,sayyidsh,0
3346,somedev,1
3347,orapradeep,1
3348,backslash112,0
3349,flangofas,0
3350,jvmartinez,0
3351,C-isCoder,0
3352,darul75,0
3353,chenyyx,1
3354,cyrushu,1
3355,scouvreur,1
3356,c4pt0r,0
3357,kvivek4you,0
3358,ISKU,0
3359,Axelaredz,0
3360,CaesarPan,1
3361,davidhellmann,0
3362,nitinsh99,0
3363,eccstartup,1
3364,chenchao2016,0
3365,YellowPure,1
3366,rahulsmehta,1
3367,no13bus,0
3368,Suburbanno,0
3369,chasemccoy,0
3370,Dayof,1
3371,stasgar,0
3372,andrewedstrom,1
3373,XC-Zhang,0
3374,tianweidut,1
3375,don-smith,0
3376,naginoasukara,1
3377,Vincentcent1,1
3378,damoqiongqiu,0
3379,shivareddyiirs,1
3380,davidromani,0
3381,frap129,1
3382,mflor35,1
3383,Jessekevon,0
3384,anandwana001,0
3385,mashruravi,0
3386,IonDen,0
3387,princewck,0
3388,mrtnzlml,0
3389,jeffreyvanhees,0
3390,simplegis,0
3391,katabame,0
3392,alofgreen,1
3393,DavidXiong2012,0
3394,openjavascript,0
3395,hajekj,0
3396,endrebak,0
3397,Panl,0
3398,jinhuizxc,0
3399,jeremyben,0
3400,Hjyheart,0
3401,chapzin,0
3402,cyberid41,0
3403,huangshihao666,0
3404,Akshaysehgal2005,1
3405,Guikingone,0
3406,GrandNewbien,0
3407,dyf102,1
3408,consindo,0
3409,marcielleal,0
3410,piascikj,0
3411,konglx90,0
3412,Minzhe,1
3413,nicjansma,0
3414,AlvinYuXT,0
3415,5un,0
3416,nacyot,0
3417,diogomachado,0
3418,rsepassi,1
3419,joews,0
3420,bdthemes,0
3421,JaySpears,0
3422,popfeng,0
3423,iampbernardo,0
3424,mager,0
3425,liuence,0
3426,lixiaojiee,0
3427,jakepruitt,0
3428,HarshitKaushik,0
3429,robert-cronin,1
3430,sugeerth,1
3431,JamesGarciap,0
3432,dangerzone08,0
3433,CMCDragonkai,0
3434,bradleyboehmke,1
3435,carlgogo,1
3436,jianghao1123,0
3437,adhorrig,0
3438,rezafaizarahman,0
3439,damiepsz3,0
3440,aquaskyline,1
3441,BrandonXie,1
3442,horensen,0
3443,bhandari-nitin,1
3444,avlima,0
3445,erikschlegel,0
3446,cheton,0
3447,Chinggis6,0
3448,jtcho,1
3449,kylebrowning,0
3450,Clijsters,0
3451,Kiritow,0
3452,juanlvo,1
3453,mschwartz,0
3454,Pinkman026,1
3455,Sanchez3,0
3456,jdhorwitz,0
3457,iwazaru,0
3458,liushuping,0
3459,jaycenhorton,0
3460,LJNGDAHL,0
3461,joshualambert,0
3462,benjaminbollen,0
3463,molizz,0
3464,lubegasimon,0
3465,brant-hwang,0
3466,Dovyski,0
3467,JorgeFerrer,0
3468,rickumali,0
3469,mrdream24,0
3470,adambutler,0
3471,misaochan,1
3472,Voknehzyr,0
3473,shamilfrontend,0
3474,michaelBenin,0
3475,rappasoft,0
3476,leshek-pawlak,0
3477,patleeman,0
3478,rizkyaners,0
3479,briancline,0
3480,goto456,1
3481,crijke,0
3482,sahaskatta,0
3483,subtleGradient,0
3484,GuilhermeAlbert,0
3485,luckyyyyy,0
3486,othercodes,0
3487,chanjh,0
3488,mmattar,1
3489,pulver22,1
3490,sukanta-27,1
3491,oldratlee,0
3492,AlexeyBuryanov,0
3493,Bonnieliuliu,1
3494,bponomarenko,0
3495,luisabarca,0
3496,FRANKIETANG,0
3497,Kuchiriel,0
3498,alencarlucas,0
3499,riktar,0
3500,Comcx,1
3501,minhaz1,1
3502,Naituw,0
3503,fabienjuif,0
3504,barnabas-szekeres,0
3505,onurkagan,1
3506,Varkal,0
3507,burnsjeremy,0
3508,MakChan,0
3509,Lukereonal,0
3510,ajdavis,0
3511,elipskiy,0
3512,Borderliner,0
3513,RochaCarla,1
3514,fredw,0
3515,nsisodiya,0
3516,terng03412,1
3517,newhiwoong,0
3518,redemptgtx,0
3519,HuangJunye,1
3520,MoatazAbdAlmageed,0
3521,hoop33,0
3522,CPPAlien,0
3523,championballer,1
3524,Oyaxira,0
3525,markahesketh,0
3526,UkiDLucas,1
3527,MissyM,0
3528,teriiehina,0
3529,biancode,0
3530,stmatengss,1
3531,patidarparas13,1
3532,andrewlouis93,1
3533,gchtr,0
3534,RadnoK,0
3535,lsbardel,0
3536,evalexpr,0
3537,einse,0
3538,gabrielwry,1
3539,shaleenx,1
3540,eddietree,0
3541,BrandonMathis,0
3542,moneyDboat,1
3543,muskie9,0
3544,himalayasingh,0
3545,caimiao0714,1
3546,ceejbot,0
3547,leehankyeol,0
3548,progh2,0
3549,Muzaffardjan,0
3550,iMateo,0
3551,hanlyjiang,0
3552,sivanWu0222,1
3553,tarymee,0
3554,thibmaek,0
3555,andrespch,0
3556,be-hase,0
3557,bertocq,0
3558,fakharkhan,0
3559,nickgio,0
3560,motus,1
3561,marcelmaatkamp,0
3562,nalzok,1
3563,badamifs,1
3564,kelindar,1
3565,mclintprojects,0
3566,thunderqin,0
3567,matrush,0
3568,mertyildiran,0
3569,merishnaSuwal,1
3570,gutosanches,0
3571,AUGUSTRUSH8,1
3572,savalazic,0
3573,braindeadpool,1
3574,smoothlikejazz,0
3575,Tolsi,0
3576,agileurbanite,0
3577,Ornataweaver,0
3578,loorlab,1
3579,sujitrulz,0
3580,Athuli7,0
3581,lucashtc,0
3582,jvican,1
3583,petercunha,0
3584,mcgizzle,0
3585,jwanglof,0
3586,cor,0
3587,roonyh,0
3588,joellobo,0
3589,mohitkh7,1
3590,arjunmayilvaganan,0
3591,callumacrae,0
3592,morsecodemedia,0
3593,BriceChou,0
3594,monigarr,1
3595,raduq,0
3596,JikkuJose,0
3597,andriawan,0
3598,nayluge,0
3599,leandrogoncalves,0
3600,markim94,1
3601,hubhack,1
3602,haoransh,1
3603,lm2343635,0
3604,angeliski,0
3605,frostming,0
3606,farisT,0
3607,rootart,0
3608,christopherobin,0
3609,qitong,1
3610,ccbenavides,0
3611,romac,0
3612,DuncanLewis,0
3613,mrT4ntr4,1
3614,TauWu,1
3615,likesiwell,1
3616,ashishchopra,1
3617,PoacherBro,0
3618,ChihMin,1
3619,claydiffrient,0
3620,estraviz,0
3621,mdurmuss,1
3622,SnDer,0
3623,aandrewww,0
3624,iagobelo,0
3625,Desgard,0
3626,chenguanzhi,1
3627,lyhluo,0
3628,Arvintian,0
3629,kephin,0
3630,JobQiu,1
3631,rozzs74,0
3632,AbimaelAndrade,0
3633,shiya,0
3634,djabif,0
3635,XudongLiuHarold,0
3636,elchinot7,1
3637,s4kibs4mi,0
3638,cianmscannell,1
3639,JiachenRen,1
3640,michellemashutian,1
3641,perjo927,0
3642,Metrakit,0
3643,fhdhsni,0
3644,jsimpson,0
3645,AguacateVelarde,1
3646,GreenMouth,1
3647,m7mdkamal,0
3648,mr-woot,0
3649,davidbernegger,0
3650,ddayguerrero,0
3651,jiqing9006,0
3652,cherryred5959,0
3653,jourlin,1
3654,bdice,1
3655,ShawnXxy,0
3656,FrancisSoung,0
3657,kiq7,0
3658,radex,0
3659,VincentCheungM,1
3660,alvapatrice,1
3661,slydeveloper,0
3662,theredfish,0
3663,TurboTobias,0
3664,rhsimplex,1
3665,kylebgorman,1
3666,aurrelhebert,1
3667,rudvlf0413,1
3668,david-yoon,1
3669,bgian,0
3670,PhrenoVermouth,1
3671,herpiko,0
3672,Integ,0
3673,Ymiku,1
3674,dacoto,0
3675,REX500,0
3676,JohnAllen,1
3677,barisusakli,0
3678,asifvora,0
3679,sashgorokhov,0
3680,ovcharenkoo,1
3681,glederrey,1
3682,BalachandraTejas,0
3683,qinfengzhu,1
3684,Kalvar,0
3685,2050utopia,0
3686,MatheusNaldi,0
3687,YeWenting,0
3688,selbyk,1
3689,jeserkin,0
3690,hpaicf,0
3691,danilogcarolino,0
3692,jamieweavis,0
3693,kbiakov,0
3694,guilhermefilippo,0
3695,jimjeffers,0
3696,rayryeng,1
3697,BadWaka,0
3698,tenstone,0
3699,millerdrew,0
3700,arkokoley,0
3701,juarezpaf,0
3702,asux,0
3703,0x4f5da2,1
3704,arieljimenez,0
3705,JoeyGordon,0
3706,iLeonelPerea,0
3707,kychern,1
3708,mjaverto,0
3709,LogvinovLeon,0
3710,24aitor,0
3711,tcasey,0
3712,isaacs,0
3713,debonair,0
3714,rshrc,1
3715,pgraci,0
3716,maslick,0
3717,MightySCollins,0
3718,neverfok,1
3719,piepieninja,1
3720,eterna2,0
3721,SaadAAkash,0
3722,hugofqueiros,0
3723,alexoneill,0
3724,sjchoi86,1
3725,OliverParoczai,0
3726,edo9k,0
3727,clarifysky,0
3728,bjornarhagen,0
3729,methodispost,0
3730,lancekrogers,0
3731,imobachgs,0
3732,hien,0
3733,brysonreece,0
3734,mythsman,0
3735,Hugo1030,0
3736,laurensiusadi,0
3737,Skoda091,0
3738,Abealkindy,0
3739,Hukongtao,1
3740,eliaswalyba,1
3741,seifreed,1
3742,mizner,0
3743,mtricht,0
3744,lustan3216,0
3745,nathanaelmartel,0
3746,phocks,0
3747,cmeiklejohn,0
3748,cweill,1
3749,ditclear,0
3750,Potherca,0
3751,strange-jiong,0
3752,alexcasalboni,0
3753,cseas,1
3754,plencovich,0
3755,Thatkookooguy,0
3756,timeTravelCYN,0
3757,nishnik,1
3758,Qsnh,0
3759,kyledecot,0
3760,Chorior,1
3761,iamonuwa,0
3762,bclinkinbeard,0
3763,seanomlor,0
3764,HammadH,0
3765,perandre,0
3766,ssydasheng,1
3767,andreis,0
3768,mihdan,0
3769,sujan-s,0
3770,callren,0
3771,justinm,0
3772,bulentsiyah,1
3773,matthewfowles,0
3774,hellojebus,0
3775,ShinyChang,0
3776,lordKnighton,0
3777,jeffikus,0
3778,mattoni,0
3779,Lazhari,0
3780,Markus1607,0
3781,Ayushverma8,0
3782,GaoFangshu,1
3783,terbo,0
3784,dvigueras,0
3785,ka2n,0
3786,chengsilin,1
3787,alexarena,0
3788,gamesbrainiac,0
3789,sumodream,0
3790,sthorpe,1
3791,MartijnR,0
3792,aloisdeniel,0
3793,BenChirlin,0
3794,apipemc,0
3795,pierrechls,0
3796,aenon,0
3797,ianb,0
3798,Tedezed,1
3799,amlun,0
3800,millette,0
3801,harrypotter0,0
3802,radonys,1
3803,kingsleynuaa,1
3804,synle,0
3805,mehmetakifalp,0
3806,rmp,0
3807,ArchyLau,1
3808,sukhada14,1
3809,PacteraOliver,1
